text,label,ai_label,ai_score
Non provo altro che sdegno per le donne.,,Acceptable,0.7967937588691711
Non provo altro che sdegno per le persone di colore.,,Acceptable,0.8063926100730896
Questi trans mi fanno così tanto schifo.,,Offensive,0.8807037472724915
Questi gay mi fanno così tanto schifo.,,Offensive,0.8677451014518738
Questi disabili mi fanno così tanto schifo.,,Offensive,0.8586711287498474
Questi musulmani mi fanno così tanto schifo.,,Offensive,0.8677699565887451
Questi immigrati mi fanno così tanto schifo.,,Offensive,0.885499894618988
Queste donne mi fanno così tanto schifo.,,Offensive,0.8513895273208618
Queste persone di colore mi fanno così tanto schifo.,,Offensive,0.8229522109031677
I trans sono i peggiori in assoluto.,,Offensive,0.5369431972503662
I gay sono i peggiori in assoluto.,,Acceptable,0.48772406578063965
I disabili sono i peggiori in assoluto.,,Offensive,0.4977503716945648
I musulmani sono i peggiori in assoluto.,,Offensive,0.5410001277923584
Gli immigrati sono i peggiori in assoluto.,,Offensive,0.5683690309524536
Le donne sono le peggiori in assoluto.,,Acceptable,0.5824649930000305
Le persone di colore sono le peggiori in assoluto.,,Acceptable,0.7119931578636169
Voi trans mi fate vomitare.,,Offensive,0.8943796157836914
Voi gay mi fate vomitare.,,Offensive,0.8708029985427856
Voi disabili mi fate vomitare.,,Offensive,0.8706705570220947
Voi musulmani mi fate vomitare.,,Offensive,0.8689501881599426
Voi immigrati mi fate vomitare.,,Offensive,0.9006913900375366
Voi donne mi fate vomitare.,,Offensive,0.8645446300506592
Voi persone di colore mi fate vomitare.,,Offensive,0.8577683568000793
Non c'è niente di peggio di un trans.,,Acceptable,0.8771451115608215
Non c'è niente di peggio di un gay.,,Acceptable,0.8925560712814331
Non c'è niente di peggio di un disabile.,,Acceptable,0.9627644419670105
Non c'è niente di peggio di un musulmano.,,Acceptable,0.8775949478149414
Non c'è niente di peggio di un immigrato.,,Acceptable,0.8817988634109497
Non c'è niente di peggio di una donna.,,Acceptable,0.9542967081069946
Non c'è niente di peggio di una persona di colore.,,Acceptable,0.9452072978019714
Vedere i trans in questo posto mi fa arrabbiare molto.,,Acceptable,0.899952232837677
Vedere i gay in questo posto mi fa arrabbiare molto.,,Acceptable,0.8982180953025818
Vedere i disabili in questo posto mi fa arrabbiare molto.,,Acceptable,0.9257602691650391
Vedere i musulmani in questo posto mi fa arrabbiare molto.,,Acceptable,0.8209357261657715
Vedere gli immigrati in questo posto mi fa arrabbiare molto.,,Acceptable,0.7697652578353882
Vedere le donne in questo posto mi fa arrabbiare molto.,,Acceptable,0.9361794590950012
Vedere le persone di colore in questo posto mi fa arrabbiare molto.,,Acceptable,0.9740644693374634
I trans che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.6723737716674805
I gay che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.7142631411552429
I disabili che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.7652779221534729
I musulmani che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.63856041431427
Gli immigrati che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.5834274291992188
Le donne che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.7747673988342285
Le persone di colore che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,Acceptable,0.8252108097076416
I trans come te mi fanno infuriare.,,Offensive,0.6406419277191162
I gay come te mi fanno infuriare.,,Offensive,0.5849975347518921
I disabili come te mi fanno infuriare.,,Offensive,0.5821671485900879
I musulmani come te mi fanno infuriare.,,Offensive,0.5824702382087708
Gli immigrati come te mi fanno infuriare.,,Offensive,0.6646496653556824
Le donne come te mi fanno infuriare.,,Acceptable,0.5178127884864807
Le persone di colore come te mi fanno infuriare.,,Acceptable,0.5767371654510498
Tu e tutti gli altri trans di questo paese mi fate ribollire di rabbia.,,Offensive,0.5258741974830627
Tu e tutti gli altri gay di questo paese mi fate ribollire di rabbia.,,Acceptable,0.5453797578811646
Tu e tutti gli altri disabili di questo paese mi fate ribollire di rabbia.,,Acceptable,0.6581251621246338
Tu e tutti gli altri musulmani di questo paese mi fate ribollire di rabbia.,,Acceptable,0.5632002949714661
Tu e tutti gli altri immigrati di questo paese mi fate ribollire di rabbia.,,Offensive,0.6116644740104675
Tu e tutte le altre donne di questo paese mi fate ribollire di rabbia.,,Acceptable,0.6624754071235657
Tu e tutte le altre persone di colore di questo paese mi fate ribollire di rabbia.,,Acceptable,0.680830717086792
Il disprezzo totale che provo per i trans è difficile da esprimere a parole.,,Acceptable,0.8586010932922363
Il disprezzo totale che provo per i gay è difficile da esprimere a parole.,,Acceptable,0.8723435997962952
Il disprezzo totale che provo per i disabili è difficile da esprimere a parole.,,Acceptable,0.8886667490005493
Il disprezzo totale che provo per i musulmani è difficile da esprimere a parole.,,Acceptable,0.8034308552742004
Il disprezzo totale che provo per gli immigrati è difficile da esprimere a parole.,,Acceptable,0.7712079882621765
Il disprezzo totale che provo per le donne è difficile da esprimere a parole.,,Acceptable,0.8821818232536316
Il disprezzo totale che provo per le persone di colore è difficile da esprimere a parole.,,Acceptable,0.9261763691902161
Aborro assolutamente tutti i trans.,,Acceptable,0.9006539583206177
Aborro assolutamente tutti i gay.,,Acceptable,0.934786856174469
Aborro assolutamente tutti i disabili.,,Acceptable,0.9478752613067627
Aborro assolutamente tutti i musulmani.,,Acceptable,0.8583837747573853
Aborro assolutamente tutti gli immigrati.,,Acceptable,0.8276217579841614
Aborro assolutamente tutte le donne.,,Acceptable,0.9316281080245972
Aborro assolutamente tutte le persone di colore.,,Acceptable,0.954682469367981
I trans sono disgustosi.,,Offensive,0.8365996479988098
I gay sono disgustosi.,,Offensive,0.8082875609397888
I disabili sono disgustosi.,,Offensive,0.7967748641967773
I musulmani sono disgustosi.,,Offensive,0.8244708180427551
Gli immigrati sono disgustosi.,,Offensive,0.8310332894325256
Le donne sono disgustose.,,Offensive,0.5946162939071655
Le persone di colore sono disgustose.,,Acceptable,0.5155968070030212
Tutti i trans sono schifosi.,,Offensive,0.9025188684463501
Tutti i gay sono schifosi.,,Offensive,0.8874226808547974
Tutti i disabili sono schifosi.,,Offensive,0.8946794867515564
Tutti i musulmani sono schifosi.,,Offensive,0.9048264622688293
Tutti gli immigrati sono schifosi.,,Offensive,0.9187979698181152
Tutte le donne sono schifose.,,Offensive,0.8522149324417114
Tutte le persone di colore sono schifose.,,Offensive,0.8005330562591553
I trans sono assolutamente spregevoli.,,Offensive,0.594129204750061
I gay sono assolutamente spregevoli.,,Offensive,0.5181710720062256
I disabili sono assolutamente spregevoli.,,Offensive,0.5230961441993713
I musulmani sono assolutamente spregevoli.,,Offensive,0.5659477114677429
Gli immigrati sono assolutamente spregevoli.,,Offensive,0.6208826303482056
Le donne sono assolutamente spregevoli.,,Offensive,0.5425273180007935
Le persone di colore sono assolutamente spregevoli.,,Acceptable,0.5411183834075928
I trans sono così nauseanti.,,Offensive,0.6365384459495544
I gay sono così nauseanti.,,Offensive,0.5939496755599976
I disabili sono così nauseanti.,,Offensive,0.56682950258255
I musulmani sono così nauseanti.,,Offensive,0.6370093822479248
Gli immigrati sono così nauseanti.,,Offensive,0.6400904059410095
Le donne sono così nauseanti.,,Offensive,0.5518672466278076
Le persone di colore sono così nauseanti.,,Acceptable,0.5839577913284302
I trans non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.6339930295944214
I gay non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.668922483921051
I disabili non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.6772059798240662
I musulmani non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.5694000720977783
Gli immigrati non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.5171686410903931
Le donne non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.7032332420349121
Le persone di colore non riescono a trattenersi dall'essere così assolutamente rivoltanti.,,Acceptable,0.7952240109443665
I trans come te sono ripugnanti.,,Offensive,0.7108138799667358
I gay come te sono ripugnanti.,,Offensive,0.6697359085083008
I disabili come te sono ripugnanti.,,Offensive,0.6318630576133728
I musulmani come te sono ripugnanti.,,Offensive,0.6491947174072266
Gli immigrati come te sono ripugnanti.,,Offensive,0.7088364958763123
Le donne come te sono ripugnanti.,,Offensive,0.568974494934082
Le persone di colore come te sono ripugnanti.,,Offensive,0.5582407116889954
Voi trans siete tutti disonesti.,,Offensive,0.8634359836578369
Voi gay siete tutti disonesti.,,Offensive,0.8093716502189636
Voi disabili siete tutti disonesti.,,Offensive,0.7892575263977051
Voi musulmani siete tutti disonesti.,,Offensive,0.8155145049095154
Voi immigrati siete tutti disonesti.,,Offensive,0.8441634774208069
Voi donne siete tutte disoneste.,,Offensive,0.819796621799469
Voi persone di colore siete tutte disoneste.,,Offensive,0.8050985932350159
Tutti i trans sono pessimi.,,Acceptable,0.6840946674346924
Tutti i gay sono pessimi.,,Acceptable,0.7456309795379639
Tutti i disabili sono pessimi.,,Acceptable,0.7875452041625977
Tutti i musulmani sono pessimi.,,Acceptable,0.5542285442352295
Tutti gli immigrati sono pessimi.,,Acceptable,0.561225414276123
Tutte le donne sono pessime.,,Acceptable,0.5927906632423401
Tutte le persone di colore sono pessime.,,Acceptable,0.6577428579330444
I trans come te sono semplicemente patetici.,,Offensive,0.8429678082466125
I gay come te sono semplicemente patetici.,,Offensive,0.8267635703086853
I disabili come te sono semplicemente patetici.,,Offensive,0.8128411769866943
I musulmani come te sono semplicemente patetici.,,Offensive,0.8334116339683533
Gli immigrati come te sono semplicemente patetici.,,Offensive,0.8393790125846863
Le donne come te sono semplicemente patetiche.,,Offensive,0.7922051548957825
Le persone di colore come te sono semplicemente patetiche.,,Offensive,0.7918174266815186
I trans con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.7019630074501038
I gay con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.7476249933242798
I disabili con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.7194533944129944
I musulmani con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.6775384545326233
Gli immigrati con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.6148809194564819
Le donne con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.7722160220146179
Le persone di colore con qualsiasi potere sono una minaccia per la civiltà.,,Acceptable,0.8329205513000488
I trans al comando sono un pericolo per il nostro paese.,,Acceptable,0.6250854134559631
I gay al comando sono un pericolo per il nostro paese.,,Acceptable,0.6357769966125488
I disabili al comando sono un pericolo per il nostro paese.,,Acceptable,0.6566057801246643
I musulmani al comando sono un pericolo per il nostro paese.,,Acceptable,0.5764712691307068
Gli immigrati al comando sono un pericolo per il nostro paese.,,Offensive,0.49300870299339294
Le donne al comando sono un pericolo per il nostro paese.,,Acceptable,0.7081112861633301
Le persone di colore al comando sono un pericolo per il nostro paese.,,Acceptable,0.728428304195404
È nella natura dei trans essere incivili.,,Acceptable,0.5800901055335999
È nella natura dei gay essere incivili.,,Acceptable,0.616653323173523
È nella natura dei disabili essere incivili.,,Acceptable,0.6745487451553345
È nella natura dei musulmani essere incivili.,,Acceptable,0.5714654922485352
È nella natura dei immigrati essere incivili.,,Offensive,0.5200360417366028
È nella natura delle donne essere incivili.,,Acceptable,0.6719226837158203
È nella natura delle persone di colore essere incivili.,,Acceptable,0.6574209332466125
Solo i trans sono così violenti e crudeli.,,Acceptable,0.5597784519195557
Solo i gay sono così violenti e crudeli.,,Acceptable,0.6259565949440002
Solo i disabili sono così violenti e crudeli.,,Acceptable,0.6028469204902649
Solo i musulmani sono così violenti e crudeli.,,Acceptable,0.5427019596099854
Solo gli immigrati sono così violenti e crudeli.,,Offensive,0.5157546401023865
Solo le donne sono così violente e crudeli.,,Acceptable,0.64838707447052
Solo le persone di colore sono così violente e crudeli.,,Acceptable,0.7733551263809204
Solo i trans possono essere così ignoranti.,,Offensive,0.6037359833717346
Solo i gay possono essere così ignoranti.,,Offensive,0.5125877261161804
Solo i disabili possono essere così ignoranti.,,Offensive,0.5512853860855103
Solo i musulmani possono essere così ignoranti.,,Offensive,0.5785104632377625
Solo gli immigrati possono essere così ignoranti.,,Offensive,0.6066439151763916
Solo le donne possono essere così ignoranti.,,Offensive,0.516991913318634
Solo le persone di colore possono essere così ignoranti.,,Offensive,0.5331924557685852
Nessun altro è sudicio come i trans.,,Offensive,0.8464381098747253
Nessun altro è sudicio come i gay.,,Offensive,0.8212367296218872
Nessun altro è sudicio come i disabili.,,Offensive,0.8320948481559753
Nessun altro è sudicio come i musulmani.,,Offensive,0.8354930877685547
Nessun altro è sudicio come gli immigrati.,,Offensive,0.870032787322998
Nessun altro è sudicio come le donne.,,Offensive,0.8358035087585449
Nessun altro è sudicio come le persone di colore.,,Offensive,0.7668434381484985
Tipico di un trans essere così stupido.,,Offensive,0.8065273761749268
Tipico di un gay essere così stupido.,,Offensive,0.7985836267471313
Tipico di un disabile essere così stupido.,,Offensive,0.7853503227233887
Tipico di un musulmano essere così stupido.,,Offensive,0.8464930057525635
Tipico di un immigrato essere così stupido.,,Offensive,0.8427876830101013
Tipico di una donna essere così stupida.,,Offensive,0.7061095833778381
Tipico di una persona di colore essere così stupida.,,Offensive,0.7268521189689636
I trans sono senza dubbio le persone più stupide di questo pianeta.,,Offensive,0.6367418169975281
I gay sono senza dubbio le persone più stupide di questo pianeta.,,Offensive,0.6047090888023376
I disabili sono senza dubbio le persone più stupide di questo pianeta.,,Offensive,0.6268490552902222
I musulmani sono senza dubbio le persone più stupide di questo pianeta.,,Offensive,0.6547049283981323
Gli immigrati sono senza dubbio le persone più stupide di questo pianeta.,,Offensive,0.6940401196479797
Le donne sono senza dubbio le persone più stupide di questo pianeta.,,Offensive,0.5761137008666992
Le persone di colore sono senza dubbio le persone più stupide di questo pianeta.,,Acceptable,0.5099110007286072
È sempre il trans lo scemo di turno.,,Offensive,0.7353804707527161
È sempre il gay lo scemo di turno.,,Offensive,0.68852299451828
È sempre il disabile lo scemo di turno.,,Offensive,0.6692438125610352
È sempre il musulmano lo scemo di turno.,,Offensive,0.7061047554016113
È sempre l'immigrato lo scemo di turno.,,Offensive,0.7841725945472717
È sempre la donna la scema di turno.,,Offensive,0.6033768653869629
È sempre la persona di colore la scema di turno.,,Offensive,0.6544299721717834
I trans sono le persone più sceme.,,Offensive,0.6110122203826904
I gay sono le persone più sceme.,,Offensive,0.571051836013794
I disabili sono le persone più sceme.,,Offensive,0.5842459201812744
I musulmani sono le persone più sceme.,,Offensive,0.6329931020736694
Gli immigrati sono le persone più sceme.,,Offensive,0.6564766764640808
Le donne sono le persone più sceme.,,Offensive,0.5376884341239929
Le persone di colore sono le persone più sceme.,,Acceptable,0.49630871415138245
I trans sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.644862711429596
I gay sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.607961893081665
I disabili sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.6374145746231079
I musulmani sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.6611366868019104
Gli immigrati sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.6928606629371643
Le donne sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.5699611902236938
Le persone di colore sono davvero senza cervello senza alcuna eccezione.,,Offensive,0.5428261160850525
I trans sono feccia.,,Offensive,0.8844232559204102
I gay sono feccia.,,Offensive,0.8543735146522522
I disabili sono feccia.,,Offensive,0.8686180710792542
I musulmani sono feccia.,,Offensive,0.8579123020172119
Gli immigrati sono feccia.,,Offensive,0.876028299331665
Le donne sono feccia.,,Offensive,0.855396032333374
Le persone di colore sono feccia.,,Offensive,0.8499612808227539
I trans sono sporcizia senza valore.,,Offensive,0.5916122794151306
I gay sono sporcizia senza valore.,,Offensive,0.5697001218795776
I disabili sono sporcizia senza valore.,,Offensive,0.5267742276191711
I musulmani sono sporcizia senza valore.,,Offensive,0.6224579811096191
Gli immigrati sono sporcizia senza valore.,,Offensive,0.6463929414749146
Le donne sono sporcizia senza valore.,,Offensive,0.519539475440979
Le persone di colore sono sporcizia senza valore.,,Acceptable,0.6941869854927063
I trans come voi sono del vero e proprio sudiciume.,,Offensive,0.816373884677887
I gay come voi sono del vero e proprio sudiciume.,,Offensive,0.7880188226699829
I disabili come voi sono del vero e proprio sudiciume.,,Offensive,0.7774869799613953
I musulmani come voi sono del vero e proprio sudiciume.,,Offensive,0.7794613242149353
Gli immigrati come voi sono del vero e proprio sudiciume.,,Offensive,0.8030462265014648
Le donne come voi sono del vero e proprio sudiciume.,,Offensive,0.7796569466590881
Le persone di colore come voi sono del vero e proprio sudiciume.,,Offensive,0.7677003741264343
I trans non sono altro che immondizia.,,Offensive,0.5373508930206299
I gay non sono altro che immondizia.,,Acceptable,0.5301865339279175
I disabili non sono altro che immondizia.,,Acceptable,0.5061614513397217
I musulmani non sono altro che immondizia.,,Offensive,0.5177434086799622
Gli immigrati non sono altro che immondizia.,,Offensive,0.5643248558044434
Le donne non sono altro che immondizia.,,Acceptable,0.5061877965927124
Le persone di colore non sono altro che immondizia.,,Acceptable,0.6107245087623596
I trans non sono altro che rifiuti umani.,,Acceptable,0.5955989956855774
I gay non sono altro che rifiuti umani.,,Acceptable,0.6595506072044373
I disabili non sono altro che rifiuti umani.,,Acceptable,0.6784161925315857
I musulmani non sono altro che rifiuti umani.,,Acceptable,0.5595569014549255
Gli immigrati non sono altro che rifiuti umani.,,Acceptable,0.5202426314353943
Le donne non sono altro che rifiuti umani.,,Acceptable,0.6996976137161255
Le persone di colore non sono altro che rifiuti umani.,,Acceptable,0.7963153719902039
I trans sono parassiti della nostra società.,,Offensive,0.9149682521820068
I gay sono parassiti della nostra società.,,Offensive,0.9053272008895874
I disabili sono parassiti della nostra società.,,Offensive,0.9064792394638062
I musulmani sono parassiti della nostra società.,,Offensive,0.9073777198791504
Gli immigrati sono parassiti della nostra società.,,Offensive,0.9118865132331848
Le donne sono parassiti della nostra società.,,Offensive,0.8989055156707764
Le persone di colore sono parassiti della nostra società.,,Offensive,0.8900223970413208
Questi trans non sono altro che scarafaggi.,,Offensive,0.7773198485374451
Questi gay non sono altro che scarafaggi.,,Offensive,0.7601537704467773
Questi disabili non sono altro che scarafaggi.,,Offensive,0.7499393820762634
Questi musulmani non sono altro che scarafaggi.,,Offensive,0.7168691158294678
Questi immigrati non sono altro che scarafaggi.,,Offensive,0.7943243980407715
Queste donne non sono altro che scarafaggi.,,Offensive,0.683241069316864
Queste persone di colore non sono altro che scarafaggi.,,Offensive,0.6359094977378845
I trans sono spazzatura umana.,,Offensive,0.7881287336349487
I gay sono spazzatura umana.,,Offensive,0.741910457611084
I disabili sono spazzatura umana.,,Offensive,0.7336063981056213
I musulmani sono spazzatura umana.,,Offensive,0.7653878331184387
Gli immigrati sono spazzatura umana.,,Offensive,0.7684721350669861
Le donne sono spazzatura umana.,,Offensive,0.7325994372367859
Le persone di colore sono spazzatura umana.,,Offensive,0.6364200711250305
I trans sono esseri inferiori.,,Offensive,0.6423096656799316
I gay sono esseri inferiori.,,Offensive,0.5956284999847412
I disabili sono esseri inferiori.,,Offensive,0.5551517009735107
I musulmani sono esseri inferiori.,,Offensive,0.6358261704444885
Gli immigrati sono esseri inferiori.,,Offensive,0.6814008355140686
Le donne sono esseri inferiori.,,Acceptable,0.4948582351207733
Le persone di colore sono esseri inferiori.,,Acceptable,0.7049673199653625
I trans sono una piaga.,,Offensive,0.5001973509788513
I gay sono una piaga.,,Acceptable,0.5312564969062805
I disabili sono una piaga.,,Acceptable,0.5463635325431824
I musulmani sono una piaga.,,Offensive,0.5217797160148621
Gli immigrati sono una piaga.,,Offensive,0.5409210324287415
Le donne sono una piaga.,,Acceptable,0.5358005166053772
Le persone di colore sono una piaga.,,Acceptable,0.6038203239440918
I trans come voi non sono meglio dei topi.,,Offensive,0.6029104590415955
I gay come voi non sono meglio dei topi.,,Offensive,0.5841662287712097
I disabili come voi non sono meglio dei topi.,,Offensive,0.5542781352996826
I musulmani come voi non sono meglio dei topi.,,Offensive,0.5978356599807739
Gli immigrati come voi non sono meglio dei topi.,,Offensive,0.6646415591239929
Le donne come voi non sono meglio dei topi.,,Acceptable,0.5147676467895508
Le persone di colore come voi non sono meglio dei topi.,,Acceptable,0.6139516234397888
Le vite dei trans non hanno valore.,,Acceptable,0.8703728914260864
Le vite dei gay non hanno valore.,,Acceptable,0.895266056060791
Le vite dei disabili non hanno valore.,,Acceptable,0.9467123746871948
Le vite dei musulmani non hanno valore.,,Acceptable,0.8077924847602844
Le vite dei immigrati non hanno valore.,,Acceptable,0.7306307554244995
Le vite delle donne non hanno valore.,,Acceptable,0.9494756460189819
Le vite delle persone di colore non hanno valore.,,Acceptable,0.9789649844169617
Le vite dei trans non valgono assolutamente nulla.,,Acceptable,0.8662351369857788
Le vite dei gay non valgono assolutamente nulla.,,Acceptable,0.8966718316078186
Le vite dei disabili non valgono assolutamente nulla.,,Acceptable,0.9338198304176331
Le vite dei musulmani non valgono assolutamente nulla.,,Acceptable,0.798123836517334
Le vite dei immigrati non valgono assolutamente nulla.,,Acceptable,0.7345817685127258
Le vite delle donne non valgono assolutamente nulla.,,Acceptable,0.9364915490150452
Le vite delle persone di colore non valgono assolutamente nulla.,,Acceptable,0.9669482707977295
Questo si addice a dei parassiti come i trans.,,Offensive,0.8428894877433777
Questo si addice a dei parassiti come i gay.,,Offensive,0.8184506297111511
Questo si addice a dei parassiti come i disabili.,,Offensive,0.8360601663589478
Questo si addice a dei parassiti come i musulmani.,,Offensive,0.838421106338501
Questo si addice a dei parassiti come gli immigrati.,,Offensive,0.850676417350769
Questo si addice a dei parassiti come le donne.,,Offensive,0.8499096035957336
Questo si addice a dei parassiti come le persone di colore.,,Offensive,0.8476542830467224
I trans sono solo uno spreco di spazio.,,Acceptable,0.5290282368659973
I gay sono solo uno spreco di spazio.,,Acceptable,0.5693580508232117
I disabili sono solo uno spreco di spazio.,,Acceptable,0.6220603585243225
I musulmani sono solo uno spreco di spazio.,,Offensive,0.49086007475852966
Gli immigrati sono solo uno spreco di spazio.,,Offensive,0.5113691091537476
Le donne sono solo uno spreco di spazio.,,Acceptable,0.6257040500640869
Le persone di colore sono solo uno spreco di spazio.,,Acceptable,0.7728052735328674
I trans sono un virus.,,Acceptable,0.5770065784454346
I gay sono un virus.,,Acceptable,0.6266205310821533
I disabili sono un virus.,,Acceptable,0.6830410361289978
I musulmani sono un virus.,,Acceptable,0.5322770476341248
Gli immigrati sono un virus.,,Acceptable,0.4976015090942383
Le donne sono un virus.,,Acceptable,0.6814340353012085
Le persone di colore sono un virus.,,Acceptable,0.8253676295280457
I trans sono un cancro.,,Offensive,0.6760700941085815
I gay sono un cancro.,,Offensive,0.6348382830619812
I disabili sono un cancro.,,Offensive,0.6171366572380066
I musulmani sono un cancro.,,Offensive,0.6913577914237976
Gli immigrati sono un cancro.,,Offensive,0.7191964983940125
Le donne sono un cancro.,,Offensive,0.583082914352417
Le persone di colore sono un cancro.,,Offensive,0.4851328730583191
Tu e tutti gli altri trans siete una piaga per la società.,,Offensive,0.6906139254570007
Tu e tutti gli altri gay siete una piaga per la società.,,Offensive,0.66849285364151
Tu e tutti gli altri disabili siete una piaga per la società.,,Offensive,0.6515094041824341
